id,Name,File,Loop,MinDistance,MaxDistance,Delay,beifen1,beifen2,beifen3
20322,灵天使武器2-施法过程,,0,5,50,0.1,,,
20323,灵天使武器2-命中机甲,,0,5,200,0.1,,,
20324,灵天使武器2-命中建筑,,0,5,200,0.1,,,
20325,灵天使武器2-命中软地面,,0,5,200,0.1,,,
20326,灵天使武器2-结束,,0,5,50,0.1,,,
20327,灵天使武器2-蓄力,,,,,,,,
20331,灵天使技能-发射,,0,5,200,0.1,,,
20332,灵天使技能-施法过程,,0,5,50,0.1,,,
20333,灵天使技能-命中机甲,,0,5,200,0.1,,,
20334,灵天使技能-命中建筑,,0,5,200,0.1,,,
20335,灵天使技能-命中软地面,,0,5,200,0.1,,,
20336,灵天使技能-结束,,0,5,50,0.1,,,
20337,灵天使技能-蓄力,,,,,,,,
20341,灵天使SP技能-发射,,0,5,200,0.1,,,
20342,灵天使SP技能-施法过程,,0,5,50,0.1,,,
20343,灵天使SP技能-命中机甲,,0,5,200,0.1,,,
20344,灵天使SP技能-命中建筑,,0,5,200,0.1,,,
20345,灵天使SP技能-命中软地面,,0,5,200,0.1,,,
20346,灵天使SP技能-结束,,0,5,50,0.1,,,
20347,灵天使SP技能-蓄力,,,,,,,,
20401,哨兵入场,,0,5,50,0.1,,,
20402,哨兵死亡,,0,5,50,0.1,,,
20403,哨兵复活,,0,5,50,0.1,,,
20404,哨兵移动,Sound/Scene/robot_move1,0,5,100,0.1,,,
20405,哨兵高处掉下落地,,0,5,100,0.1,,,
20411,哨兵武器1-发射,,0,5,200,0.1,,,
20412,哨兵武器1-施法过程,,0,5,50,0.1,,,
20413,哨兵武器1-命中机甲,,0,5,200,0.1,,,
20414,哨兵武器1-命中建筑,,0,5,200,0.1,,,
20415,哨兵武器1-命中软地面,,0,5,200,0.1,,,
20416,哨兵武器1-结束,,0,5,50,0.1,,,
20417,哨兵武器1-蓄力,,,,,,,,
20421,哨兵武器2-发射,,0,5,200,0.1,,,
20422,哨兵武器2-施法过程,,0,5,50,0.1,,,
20423,哨兵武器2-命中机甲,,0,5,200,0.1,,,
20424,哨兵武器2-命中建筑,,0,5,200,0.1,,,
20425,哨兵武器2-命中软地面,,0,5,200,0.1,,,
20426,哨兵武器2-结束,,0,5,50,0.1,,,
20427,哨兵武器2-蓄力,,,,,,,,
20431,哨兵技能-发射,,0,5,200,0.1,,,
20432,哨兵技能-施法过程,,0,5,50,0.1,,,
20433,哨兵技能-命中机甲,,0,5,200,0.1,,,
20434,哨兵技能-命中建筑,,0,5,200,0.1,,,
20435,哨兵技能-命中软地面,,0,5,200,0.1,,,
20436,哨兵技能-结束,,0,5,50,0.1,,,
20437,哨兵技能-蓄力,,,,,,,,
20441,哨兵SP技能-发射,,0,5,200,0.1,,,
20442,哨兵SP技能-施法过程,,0,5,50,0.1,,,
20443,哨兵SP技能-命中机甲,,0,5,200,0.1,,,
20444,哨兵SP技能-命中建筑,,0,5,200,0.1,,,
20445,哨兵SP技能-命中软地面,,0,5,200,0.1,,,
20446,哨兵SP技能-结束,,0,5,50,0.1,,,
20447,哨兵SP技能-蓄力,,,,,,,,
20501,钢铁之翼入场,Sound/Scene/20501,0,5,50,0.1,,,
20502,钢铁之翼死亡,Sound/Scene/20502,0,5,50,0.1,,,
20503,钢铁之翼复活,Sound/Scene/30303,0,5,50,0.1,,,
20504,钢铁之翼移动,Sound/Scene/20504,0,5,100,0.1,,,
20505,钢铁之翼高处掉下落地,Sound/Scene/20505,0,5,100,0.1,,,
20511,钢铁之翼武器1-发射,Sound/Scene/20511,0,5,200,0.1,,,
20512,钢铁之翼武器1-施法过程,,0,5,50,0.1,,,
20513,钢铁之翼武器1-命中机甲,Sound/Scene/20513,0,5,400,0.1,,,
20514,钢铁之翼武器1-命中建筑,Sound/Scene/20513,0,5,400,0.1,,,
20515,钢铁之翼武器1-命中软地面,Sound/Scene/20513,0,5,400,0.1,,,
20516,钢铁之翼武器1-结束,,0,5,50,0.1,,,
20517,钢铁之翼武器1-蓄力,,,,,,,,
20521,钢铁之翼武器2-发射,Sound/Scene/20521,0,5,200,0.1,,,
20522,钢铁之翼武器2-施法过程,,0,5,50,0.1,,,
20523,钢铁之翼武器2-命中机甲,Sound/Scene/20524,0,5,200,0.1,,,
20524,钢铁之翼武器2-命中建筑,Sound/Scene/20524,0,5,200,0.1,,,
20525,钢铁之翼武器2-命中软地面,Sound/Scene/10125,0,5,200,0.1,,,
20526,钢铁之翼武器2-结束,,0,5,50,0.1,,,
20527,钢铁之翼武器2-蓄力,,,,,,,,
20531,钢铁之翼技能-发射,Sound/Scene/20531,0,5,200,0.1,,,
20532,钢铁之翼技能-施法过程,,0,5,50,0.1,,,
20533,钢铁之翼技能-命中机甲,,0,5,200,0.1,,,
20534,钢铁之翼技能-命中建筑,,0,5,200,0.1,,,
20535,钢铁之翼技能-命中软地面,,0,5,200,0.1,,,
20536,钢铁之翼技能-结束,,0,5,50,0.1,,,
20537,钢铁之翼技能-蓄力,,,,,,,,
20541,钢铁之翼SP技能-发射,Sound/Scene/20541,0,5,200,0.1,,,
20542,钢铁之翼SP技能-施法过程,,0,5,50,0.1,,,
20543,钢铁之翼SP技能-命中机甲,Sound/Scene/20543,0,5,200,0.1,,,
20544,钢铁之翼SP技能-命中建筑,Sound/Scene/20543,0,5,200,0.1,,,
20545,钢铁之翼SP技能-命中软地面,Sound/Scene/20543,0,5,200,0.1,,,
20546,钢铁之翼SP技能-结束,,0,5,50,0.1,,,
20547,钢铁之翼SP技能-蓄力,,,,,,,,
20601,战争壁垒入场,Sound/Scene/20601,0,5,50,0.1,,,
20602,战争壁垒死亡,Sound/Scene/20602,0,5,50,0.1,,,
20603,战争壁垒复活,Sound/Scene/20603,0,5,50,0.1,,,
20604,战争壁垒移动,Sound/Scene/20604,0,5,100,0.1,,,
20605,战争壁垒高处掉下落地,Sound/Scene/20605,0,5,100,0.1,,,
20611,战争壁垒武器1-发射,Sound/Scene/20611,0,5,200,0.1,,,
20612,战争壁垒武器1-施法过程,,0,5,50,0.1,,,
20613,战争壁垒武器1-命中机甲,,0,5,200,0.1,,,
20614,战争壁垒武器1-命中建筑,,0,5,200,0.1,,,
20615,战争壁垒武器1-命中软地面,,0,5,200,0.1,,,
20616,战争壁垒武器1-结束,,0,5,50,0.1,,,
20617,战争壁垒武器1-蓄力,,,,,,,,
20621,战争壁垒武器2-发射,Sound/Scene/20621,0,5,200,0.1,,,
20622,战争壁垒武器2-施法过程,,0,5,50,0.1,,,
20623,战争壁垒武器2-命中机甲,Sound/Scene/20513,0,5,200,0.1,,,
20624,战争壁垒武器2-命中建筑,Sound/Scene/20513,0,5,200,0.1,,,
20625,战争壁垒武器2-命中软地面,Sound/Scene/20513,0,5,200,0.1,,,
20626,战争壁垒武器2-结束,,0,5,50,0.1,,,
20627,战争壁垒武器2-蓄力,,,,,,,,
20631,战争壁垒技能-发射,Sound/Scene/20631,0,5,200,0.1,,,
20632,战争壁垒技能-施法过程,,0,5,50,0.1,,,
20633,战争壁垒技能-命中机甲,,0,5,200,0.1,,,
20634,战争壁垒技能-命中建筑,,0,5,200,0.1,,,
20635,战争壁垒技能-命中软地面,,0,5,200,0.1,,,
20636,战争壁垒技能-结束,,0,5,50,0.1,,,
20637,战争壁垒技能-蓄力,,,,,,,,
20641,战争壁垒SP技能-发射,Sound/Scene/20641,0,5,200,0.1,,,
20642,战争壁垒SP技能-施法过程,Sound/Scene/20642,0,5,50,0.1,,,
20643,战争壁垒SP技能-命中机甲,,0,5,200,0.1,,,
20644,战争壁垒SP技能-命中建筑,,0,5,200,0.1,,,
20645,战争壁垒SP技能-命中软地面,,0,5,200,0.1,,,
20646,战争壁垒SP技能-结束,Sound/Scene/20646,0,5,50,0.1,,,
20647,战争壁垒SP技能-蓄力,Sound/Scene/20647,,,,,,,
30101,战地风暴入场,,0,5,50,0.1,,,
30102,战地风暴死亡,,0,5,50,0.1,,,
30103,战地风暴复活,,0,5,50,0.1,,,
30104,战地风暴移动,Sound/Scene/robot_move1,0,5,100,0.1,,,
30105,战地风暴高处掉下落地,,0,5,100,0.1,,,
30111,战地风暴武器1-发射,,0,5,200,0.1,,,
30112,战地风暴武器1-施法过程,,0,5,50,0.1,,,
30113,战地风暴武器1-命中机甲,,0,5,200,0.1,,,
30114,战地风暴武器1-命中建筑,,0,5,200,0.1,,,
30115,战地风暴武器1-命中软地面,,0,5,200,0.1,,,
30116,战地风暴武器1-结束,,0,5,50,0.1,,,
30117,战地风暴武器1-蓄力,,,,,,,,
30121,战地风暴武器2-发射,,0,5,200,0.1,,,
30122,战地风暴武器2-施法过程,,0,5,50,0.1,,,
30123,战地风暴武器2-命中机甲,,0,5,200,0.1,,,
30124,战地风暴武器2-命中建筑,,0,5,200,0.1,,,
30125,战地风暴武器2-命中软地面,,0,5,200,0.1,,,
30126,战地风暴武器2-结束,,0,5,50,0.1,,,
30127,战地风暴武器2-蓄力,,,,,,,,
30131,战地风暴技能-发射,,0,5,200,0.1,,,
30132,战地风暴技能-施法过程,,0,5,50,0.1,,,
30133,战地风暴技能-命中机甲,,0,5,200,0.1,,,
30134,战地风暴技能-命中建筑,,0,5,200,0.1,,,
30135,战地风暴技能-命中软地面,,0,5,200,0.1,,,
30136,战地风暴技能-结束,,0,5,50,0.1,,,
30137,战地风暴技能-蓄力,,,,,,,,
30141,战地风暴SP技能-发射,,0,5,200,0.1,,,
30142,战地风暴SP技能-施法过程,,0,5,50,0.1,,,
30143,战地风暴SP技能-命中机甲,,0,5,200,0.1,,,
30144,战地风暴SP技能-命中建筑,,0,5,200,0.1,,,
30145,战地风暴SP技能-命中软地面,,0,5,200,0.1,,,
30146,战地风暴SP技能-结束,,0,5,50,0.1,,,
30147,战地风暴SP技能-蓄力,,,,,,,,
30201,收割者入场,,0,5,50,0.1,,,
30202,收割者死亡,,0,5,50,0.1,,,
30203,收割者复活,,0,5,50,0.1,,,
30204,收割者移动,Sound/Scene/robot_move1,0,5,100,0.1,,,
30205,收割者高处掉下落地,,0,5,100,0.1,,,
30211,收割者武器1-发射,,0,5,200,0.1,,,
30212,收割者武器1-施法过程,,0,5,50,0.1,,,
30213,收割者武器1-命中机甲,,0,5,200,0.1,,,
30214,收割者武器1-命中建筑,,0,5,200,0.1,,,
30215,收割者武器1-命中软地面,,0,5,200,0.1,,,
30216,收割者武器1-结束,,0,5,50,0.1,,,
30217,收割者武器1-蓄力,,,,,,,,
30221,收割者武器2-发射,,0,5,200,0.1,,,
30222,收割者武器2-施法过程,,0,5,50,0.1,,,
30223,收割者武器2-命中机甲,,0,5,200,0.1,,,
30224,收割者武器2-命中建筑,,0,5,200,0.1,,,
30225,收割者武器2-命中软地面,,0,5,200,0.1,,,
30226,收割者武器2-结束,,0,5,50,0.1,,,
30227,收割者武器2-蓄力,,,,,,,,
30231,收割者技能-发射,,0,5,200,0.1,,,
30232,收割者技能-施法过程,,0,5,50,0.1,,,
30233,收割者技能-命中机甲,,0,5,200,0.1,,,
30234,收割者技能-命中建筑,,0,5,200,0.1,,,
30235,收割者技能-命中软地面,,0,5,200,0.1,,,
30236,收割者技能-结束,,0,5,50,0.1,,,
30237,收割者技能-蓄力,,,,,,,,
30241,收割者SP技能-发射,,0,5,200,0.1,,,
30242,收割者SP技能-施法过程,,0,5,50,0.1,,,
30243,收割者SP技能-命中机甲,,0,5,200,0.1,,,
30244,收割者SP技能-命中建筑,,0,5,200,0.1,,,
30245,收割者SP技能-命中软地面,,0,5,200,0.1,,,
30246,收割者SP技能-结束,,0,5,50,0.1,,,
30247,收割者SP技能-蓄力,,,,,,,,
30301,末日公爵入场,Sound/Scene/30301,0,5,50,0.1,,,
30302,末日公爵死亡,Sound/Scene/30302,0,5,50,0.1,,,
30303,末日公爵复活,Sound/Scene/30303,0,5,50,0.1,,,
30304,末日公爵移动,Sound/Scene/30304,0,5,100,0.1,,,
30305,末日公爵高处掉下落地,Sound/Scene/30305,0,5,100,0.1,,,
